forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-13,OH,"",,Others,,false,lite,0.0,2.01,0.53,3.92
2018-10-13,OK,"",,Kevin Stitt,R,false,lite,0.6683,50.82,45.55,56.04
2018-10-13,OK,"",,Drew Edmondson,D,false,lite,0.3316,47.35,42.12,52.62
2018-10-13,OK,"",,Chris Powell,L,false,lite,0.0,1.83,0.46,3.6
2018-10-13,OR,"",,Kate Brown,D,true,lite,0.7384,50.11,43.92,56.23
2018-10-13,OR,"",,Knute Buehler,R,false,lite,0.2616,44.43,38.26,50.6
2018-10-13,OR,"",,Others,,false,lite,0.0,5.46,2.2,9.32
2018-10-13,PA,"",,Tom Wolf,D,true,lite,0.9871,56.63,52.29,60.98
2018-10-13,PA,"",,Scott Wagner,R,false,lite,0.0129,41.31,36.94,45.59
2018-10-13,PA,"",,Others,,false,lite,0.0,2.06,0.54,4.0
2018-10-13,RI,"",,Gina Raimondo,D,true,lite,0.8712,51.7,44.99,58.25
2018-10-13,RI,"",,Allan Fung,R,false,lite,0.1288,40.75,34.1,47.34
2018-10-13,RI,"",,Others,,false,lite,0.0,7.56,3.53,12.22
2018-10-13,SC,"",,Henry McMaster,R,true,lite,0.9216,55.99,50.62,61.4
2018-10-13,SC,"",,James Smith,D,false,lite,0.0784,44.01,38.6,49.38
2018-10-13,SD,"",,Kristi Noem,R,false,lite,0.6496,50.89,43.9,57.9
2018-10-13,SD,"",,Billie Sutton,D,false,lite,0.3504,46.91,39.91,53.88
2018-10-13,SD,"",,Kurt Evans,L,false,lite,0.0,2.21,0.61,4.26
2018-10-13,TN,"",,Bill Lee,R,false,lite,0.9846,55.27,50.09,60.4
2018-10-13,TN,"",,Karl Dean,D,false,lite,0.0154,38.55,33.34,43.71
2018-10-13,TN,"",,Others,,false,lite,0.0,6.19,2.65,10.29
2018-10-13,TX,"",,Greg Abbott,R,true,lite,0.9955,58.6,54.18,63.05
2018-10-13,TX,"",,Lupe Valdez,D,false,lite,0.0045,39.46,35.02,43.9
2018-10-13,TX,"",,Mark Tippetts,L,false,lite,0.0,1.93,0.5,3.8
2018-10-13,VT,"",,Phil Scott,R,true,lite,0.7088,49.74,41.79,57.62
2018-10-13,VT,"",,Christine Hallquist,D,false,lite,0.2912,43.45,35.58,51.32
2018-10-13,VT,"",,Others,,false,lite,0.0,6.81,3.04,11.21
2018-10-13,WI,"",,Tony Evers,D,false,lite,0.7395,50.78,45.51,56.02
2018-10-13,WI,"",,Scott Walker,R,true,lite,0.2605,45.82,40.58,51.07
2018-10-13,WI,"",,Others,,false,lite,0.0,3.4,1.12,6.2
2018-10-13,WY,"",,Mark Gordon,R,false,lite,0.9368,58.32,49.3,67.08
2018-10-13,WY,"",,Mary Throne,D,false,lite,0.0632,37.12,28.3,46.1
2018-10-13,WY,"",,Others,,false,lite,0.0,4.55,1.71,7.94
2018-10-16,AK,"",,Mike Dunleavy,R,false,lite,0.9311,44.63,37.07,52.34
2018-10-16,AK,"",,Mark Begich,D,false,lite,0.0461,25.0,15.83,33.96
2018-10-16,AK,"",,Bill Walker,U,true,lite,0.0228,27.18,20.65,33.92
2018-10-16,AK,"",,Others,,false,lite,0.0,3.19,1.02,5.89
2018-10-16,AL,"",,Kay Ivey,R,true,lite,0.9361,57.39,51.24,63.55
2018-10-16,AL,"",,Walt Maddox,D,false,lite,0.0639,42.61,36.45,48.76
2018-10-16,AR,"",,Asa Hutchinson,R,true,lite,0.999,66.47,60.08,72.86
2018-10-16,AR,"",,Jared Henderson,D,false,lite,0.001,31.04,24.61,37.43
2018-10-16,AR,"",,Mark West,L,false,lite,0.0,2.49,0.72,4.72
2018-10-16,AZ,"",,Doug Ducey,R,true,lite,0.9515,54.12,50.02,58.21
2018-10-16,AZ,"",,David Garcia,D,false,lite,0.0484,43.74,39.63,47.81
2018-10-16,AZ,"",,Angel Torres,G,false,lite,0.0,2.14,0.58,4.14
2018-10-16,CA,"",,Gavin Newsom,D,false,lite,0.9752,57.27,52.63,61.93
2018-10-16,CA,"",,John Cox,R,false,lite,0.0248,42.73,38.07,47.37
2018-10-16,CO,"",,Jared Polis,D,false,lite,0.836,52.74,47.19,58.25
2018-10-16,CO,"",,Walker Stapleton,R,false,lite,0.164,44.55,38.98,50.1
2018-10-16,CO,"",,Others,,false,lite,0.0,2.71,0.82,5.08
2018-10-16,CT,"",,Ned Lamont,D,false,lite,0.7669,51.4,46.46,56.26
2018-10-16,CT,"",,Bob Stefanowski,R,false,lite,0.2331,46.05,41.2,50.96
2018-10-16,CT,"",,Others,,false,lite,0.0,2.55,0.75,4.81
2018-10-16,FL,"",,Andrew Gillum,D,false,lite,0.7548,50.7,46.75,54.53
2018-10-16,FL,"",,Ron DeSantis,R,false,lite,0.2452,46.72,42.88,50.59
2018-10-16,FL,"",,Others,,false,lite,0.0,2.58,0.76,4.87
2018-10-16,GA,"",,Brian Kemp,R,false,lite,0.534,49.7,45.75,53.65
2018-10-16,GA,"",,Stacey Abrams,D,false,lite,0.466,49.05,45.09,52.99
2018-10-16,GA,"",,Ted Metz,L,false,lite,0.0,1.25,0.27,2.54
2018-10-16,HI,"",,David Ige,D,true,lite,0.9855,61.0,54.03,68.07
2018-10-16,HI,"",,Andria Tupola,R,false,lite,0.0145,36.44,29.38,43.39
2018-10-16,HI,"",,Others,,false,lite,0.0,2.56,0.75,4.85
2018-10-16,IA,"",,Fred Hubbell,D,false,lite,0.7367,50.93,45.47,56.35
2018-10-16,IA,"",,Kim Reynolds,R,true,lite,0.2633,45.86,40.41,51.25
2018-10-16,IA,"",,Others,,false,lite,0.0,3.21,1.04,5.9
2018-10-16,ID,"",,Brad Little,R,false,lite,0.8478,52.01,44.96,59.07
2018-10-16,ID,"",,Paulette Jordan,D,false,lite,0.1522,41.44,34.33,48.49
2018-10-16,ID,"",,Others,,false,lite,0.0,6.55,2.89,10.8
2018-10-16,IL,"",,JB Pritzker,D,false,lite,0.9785,56.44,50.65,62.15
2018-10-16,IL,"",,Bruce Rauner,R,true,lite,0.0215,38.53,32.83,44.29
2018-10-16,IL,"",,Others,,false,lite,0.0,5.04,1.98,8.67
2018-10-16,KS,"",,Laura Kelly,D,false,lite,0.5191,44.31,38.63,49.86
2018-10-16,KS,"",,Kris Kobach,R,false,lite,0.4805,43.92,38.28,49.47
2018-10-16,KS,"",,Greg Orman,I,false,lite,0.0004,9.89,5.18,15.18
2018-10-16,KS,"",,Others,,false,lite,0.0,1.88,0.49,3.67
2018-10-16,MA,"",,Charlie Baker,R,true,lite,0.9972,68.2,60.6,75.8
2018-10-16,MA,"",,Jay Gonzalez,D,false,lite,0.0028,31.8,24.2,39.4
2018-10-16,MD,"",,Larry Hogan,R,true,lite,0.9823,57.93,52.32,63.53
2018-10-16,MD,"",,Ben Jealous,D,false,lite,0.0177,39.17,33.6,44.72
2018-10-16,MD,"",,Others,,false,lite,0.0,2.9,0.9,5.39
2018-10-16,ME,"",,Janet Mills,D,false,lite,0.803,52.76,46.9,58.6
2018-10-16,ME,"",,Shawn Moody,R,false,lite,0.197,45.18,39.31,51.04
2018-10-16,ME,"",,Others,,false,lite,0.0,2.06,0.55,3.98
2018-10-16,MI,"",,Gretchen Whitmer,D,false,lite,0.9353,53.99,49.11,58.81
2018-10-16,MI,"",,Bill Schuette,R,false,lite,0.0647,42.9,38.04,47.71
2018-10-16,MI,"",,Others,,false,lite,0.0,3.12,1.02,5.71
2018-10-16,MN,"",,Tim Walz,D,false,lite,0.8662,52.88,48.04,57.67
2018-10-16,MN,"",,Jeff Johnson,R,false,lite,0.1338,44.83,40.04,49.64
2018-10-16,MN,"",,Others,,false,lite,0.0,2.29,0.64,4.39
2018-10-16,NE,"",,Pete Ricketts,R,true,lite,0.9732,63.04,54.71,71.48
2018-10-16,NE,"",,Bob Krist,D,false,lite,0.0268,36.96,28.52,45.29
2018-10-16,NH,"",,Chris Sununu,R,true,lite,0.9406,56.04,50.29,61.83
2018-10-16,NH,"",,Molly Kelly,D,false,lite,0.0594,42.07,36.29,47.85
2018-10-16,NH,"",,Jilletta Jarvis,L,false,lite,0.0,1.89,0.49,3.69
2018-10-16,NM,"",,Michelle Lujan Grisham,D,false,lite,0.8055,53.2,48.43,57.95
2018-10-16,NM,"",,Steve Pearce,R,false,lite,0.1945,46.8,42.05,51.57
2018-10-16,NV,"",,Adam Laxalt,R,false,lite,0.5579,49.13,44.62,53.62
2018-10-16,NV,"",,Steve Sisolak,D,false,lite,0.4421,48.14,43.56,52.63
2018-10-16,NV,"",,Others,,false,lite,0.0,2.73,0.82,5.11
2018-10-16,NY,"",,Andrew Cuomo,D,true,lite,0.9894,58.04,52.51,63.49
2018-10-16,NY,"",,Marc Molinaro,R,false,lite,0.0106,37.97,32.5,43.47
2018-10-16,NY,"",,Others,,false,lite,0.0,3.99,1.43,7.11
2018-10-16,OH,"",,Mike DeWine,R,false,lite,0.5321,49.24,44.86,53.6
2018-10-16,OH,"",,Richard Cordray,D,false,lite,0.4679,48.75,44.37,53.12
2018-10-16,OH,"",,Others,,false,lite,0.0,2.01,0.53,3.92
2018-10-16,OK,"",,Kevin Stitt,R,false,lite,0.6632,50.69,45.45,56.01
2018-10-16,OK,"",,Drew Edmondson,D,false,lite,0.3368,47.48,42.11,52.73
2018-10-16,OK,"",,Chris Powell,L,false,lite,0.0,1.83,0.47,3.58
2018-10-16,OR,"",,Kate Brown,D,true,lite,0.7464,49.59,43.6,55.57
2018-10-16,OR,"",,Knute Buehler,R,false,lite,0.2536,43.96,37.93,49.87
2018-10-16,OR,"",,Others,,false,lite,0.0,6.46,2.83,10.72
2018-10-16,PA,"",,Tom Wolf,D,true,lite,0.984,56.34,51.99,60.68
2018-10-16,PA,"",,Scott Wagner,R,false,lite,0.016,41.62,37.25,45.94
2018-10-16,PA,"",,Others,,false,lite,0.0,2.04,0.54,3.94
2018-10-16,RI,"",,Gina Raimondo,D,true,lite,0.8815,51.88,45.3,58.44
2018-10-16,RI,"",,Allan Fung,R,false,lite,0.1185,40.66,34.03,47.14
2018-10-16,RI,"",,Others,,false,lite,0.0,7.46,3.49,12.03
2018-10-16,SC,"",,Henry McMaster,R,true,lite,0.977,59.42,53.61,65.25
2018-10-16,SC,"",,James Smith,D,false,lite,0.023,40.58,34.75,46.39
2018-10-16,SD,"",,Kristi Noem,R,false,lite,0.6596,51.03,44.11,58.04
2018-10-16,SD,"",,Billie Sutton,D,false,lite,0.3404,46.83,39.8,53.74
2018-10-16,SD,"",,Kurt Evans,L,false,lite,0.0,2.14,0.59,4.12
2018-10-16,TN,"",,Bill Lee,R,false,lite,0.9842,55.14,49.96,60.33
2018-10-16,TN,"",,Karl Dean,D,false,lite,0.0158,38.66,33.45,43.79
2018-10-16,TN,"",,Others,,false,lite,0.0,6.2,2.66,10.32
2018-10-16,TX,"",,Greg Abbott,R,true,lite,0.997,58.63,54.3,62.98
2018-10-16,TX,"",,Lupe Valdez,D,false,lite,0.003,39.47,35.09,43.78
2018-10-16,TX,"",,Mark Tippetts,L,false,lite,0.0,1.9,0.5,3.72
2018-10-16,VT,"",,Phil Scott,R,true,lite,0.6845,49.36,41.59,57.25
2018-10-16,VT,"",,Christine Hallquist,D,false,lite,0.3155,44.03,36.11,51.77
2018-10-16,VT,"",,Others,,false,lite,0.0,6.62,2.91,10.92
2018-10-16,WI,"",,Tony Evers,D,false,lite,0.7466,50.87,45.64,56.1
2018-10-16,WI,"",,Scott Walker,R,true,lite,0.2534,45.74,40.47,50.93
2018-10-16,WI,"",,Others,,false,lite,0.0,3.38,1.13,6.14
2018-10-16,WY,"",,Mark Gordon,R,false,lite,0.9465,58.98,50.1,67.92
2018-10-16,WY,"",,Mary Throne,D,false,lite,0.0535,36.47,27.47,45.39
2018-10-16,WY,"",,Others,,false,lite,0.0,4.55,1.73,7.93
2018-10-17,AK,"",,Mike Dunleavy,R,false,lite,0.9305,44.67,37.02,52.23
2018-10-17,AK,"",,Mark Begich,D,false,lite,0.0457,24.99,15.99,33.9
2018-10-17,AK,"",,Bill Walker,U,true,lite,0.0238,27.18,20.73,33.84
2018-10-17,AK,"",,Others,,false,lite,0.0,3.16,1.02,5.81
2018-10-17,AL,"",,Kay Ivey,R,true,lite,0.9383,57.49,51.34,63.64
2018-10-17,AL,"",,Walt Maddox,D,false,lite,0.0617,42.51,36.36,48.66
2018-10-17,AR,"",,Asa Hutchinson,R,true,lite,0.9992,66.52,60.14,72.91
2018-10-17,AR,"",,Jared Henderson,D,false,lite,0.0008,31.0,24.6,37.4
2018-10-17,AR,"",,Mark West,L,false,lite,0.0,2.49,0.72,4.69
2018-10-17,AZ,"",,Doug Ducey,R,true,lite,0.9537,54.12,50.05,58.22
2018-10-17,AZ,"",,David Garcia,D,false,lite,0.0463,43.74,39.59,47.81
2018-10-17,AZ,"",,Angel Torres,G,false,lite,0.0,2.14,0.58,4.14
2018-10-17,CA,"",,Gavin Newsom,D,false,lite,0.9817,57.68,53.12,62.24
2018-10-17,CA,"",,John Cox,R,false,lite,0.0183,42.32,37.76,46.88
2018-10-17,CO,"",,Jared Polis,D,false,lite,0.8159,52.54,46.8,58.3
2018-10-17,CO,"",,Walker Stapleton,R,false,lite,0.1841,44.86,39.12,50.55
2018-10-17,CO,"",,Others,,false,lite,0.0,2.61,0.77,4.93
2018-10-17,CT,"",,Ned Lamont,D,false,lite,0.7769,51.45,46.58,56.34
2018-10-17,CT,"",,Bob Stefanowski,R,false,lite,0.2231,45.99,41.04,50.84
2018-10-17,CT,"",,Others,,false,lite,0.0,2.56,0.75,4.83
2018-10-17,FL,"",,Andrew Gillum,D,false,lite,0.7314,50.61,46.45,54.75
2018-10-17,FL,"",,Ron DeSantis,R,false,lite,0.2686,46.82,42.65,50.98
2018-10-17,FL,"",,Others,,false,lite,0.0,2.58,0.76,4.84
2018-10-17,GA,"",,Brian Kemp,R,false,lite,0.5616,49.76,45.99,53.54
2018-10-17,GA,"",,Stacey Abrams,D,false,lite,0.4384,49.02,45.24,52.8
2018-10-17,GA,"",,Ted Metz,L,false,lite,0.0,1.21,0.25,2.48
2018-10-17,HI,"",,David Ige,D,true,lite,0.9847,60.91,53.92,67.84
2018-10-17,HI,"",,Andria Tupola,R,false,lite,0.0153,36.53,29.55,43.51
2018-10-17,HI,"",,Others,,false,lite,0.0,2.56,0.75,4.84
2018-10-17,IA,"",,Fred Hubbell,D,false,lite,0.7407,50.93,45.51,56.36
2018-10-17,IA,"",,Kim Reynolds,R,true,lite,0.2593,45.85,40.36,51.23
2018-10-17,IA,"",,Others,,false,lite,0.0,3.22,1.05,5.91
2018-10-17,ID,"",,Brad Little,R,false,lite,0.8529,52.16,45.07,59.13
2018-10-17,ID,"",,Paulette Jordan,D,false,lite,0.1471,41.28,34.25,48.28
2018-10-17,ID,"",,Others,,false,lite,0.0,6.55,2.88,10.8
2018-10-17,IL,"",,JB Pritzker,D,false,lite,0.9794,56.48,50.71,62.15
2018-10-17,IL,"",,Bruce Rauner,R,true,lite,0.0206,38.45,32.72,44.08
2018-10-17,IL,"",,Others,,false,lite,0.0,5.07,2.01,8.74
2018-10-17,KS,"",,Laura Kelly,D,false,lite,0.5231,44.32,38.58,49.88
2018-10-17,KS,"",,Kris Kobach,R,false,lite,0.4765,43.91,38.25,49.47
2018-10-17,KS,"",,Greg Orman,I,false,lite,0.0004,9.89,5.19,15.17
2018-10-17,KS,"",,Others,,false,lite,0.0,1.88,0.49,3.69
2018-10-17,MA,"",,Charlie Baker,R,true,lite,0.9967,68.2,60.53,75.82
2018-10-17,MA,"",,Jay Gonzalez,D,false,lite,0.0033,31.81,24.18,39.47
2018-10-17,MD,"",,Larry Hogan,R,true,lite,0.9834,57.94,52.39,63.51
2018-10-17,MD,"",,Ben Jealous,D,false,lite,0.0166,39.16,33.58,44.71
2018-10-17,MD,"",,Others,,false,lite,0.0,2.9,0.9,5.35
2018-10-17,ME,"",,Janet Mills,D,false,lite,0.8044,52.75,46.87,58.64
2018-10-17,ME,"",,Shawn Moody,R,false,lite,0.1956,45.19,39.26,51.03
2018-10-17,ME,"",,Others,,false,lite,0.0,2.06,0.56,4.01
2018-10-17,MI,"",,Gretchen Whitmer,D,false,lite,0.9361,54.0,49.16,58.82
2018-10-17,MI,"",,Bill Schuette,R,false,lite,0.0639,42.87,37.99,47.7
2018-10-17,MI,"",,Others,,false,lite,0.0,3.14,1.01,5.78
2018-10-17,MN,"",,Tim Walz,D,false,lite,0.8654,52.86,48.05,57.73
2018-10-17,MN,"",,Jeff Johnson,R,false,lite,0.1346,44.84,39.97,49.67
2018-10-17,MN,"",,Others,,false,lite,0.0,2.3,0.64,4.4
2018-10-17,NE,"",,Pete Ricketts,R,true,lite,0.9733,63.24,54.83,71.67
2018-10-17,NE,"",,Bob Krist,D,false,lite,0.0267,36.76,28.33,45.17
2018-10-17,NH,"",,Chris Sununu,R,true,lite,0.9401,55.62,50.11,61.07
2018-10-17,NH,"",,Molly Kelly,D,false,lite,0.0599,42.39,36.99,47.87
2018-10-17,NH,"",,Jilletta Jarvis,L,false,lite,0.0,1.99,0.54,3.86
2018-10-17,NM,"",,Michelle Lujan Grisham,D,false,lite,0.8057,53.19,48.39,57.97
2018-10-17,NM,"",,Steve Pearce,R,false,lite,0.1943,46.81,42.03,51.61
2018-10-17,NV,"",,Adam Laxalt,R,false,lite,0.5566,49.1,44.58,53.58
2018-10-17,NV,"",,Steve Sisolak,D,false,lite,0.4434,48.16,43.67,52.65
2018-10-17,NV,"",,Others,,false,lite,0.0,2.73,0.83,5.14
2018-10-17,NY,"",,Andrew Cuomo,D,true,lite,0.9897,58.04,52.58,63.44
2018-10-17,NY,"",,Marc Molinaro,R,false,lite,0.0103,37.98,32.49,43.43
2018-10-17,NY,"",,Others,,false,lite,0.0,3.98,1.41,7.12
2018-10-17,OH,"",,Mike DeWine,R,false,lite,0.5335,49.23,45.01,53.45
2018-10-17,OH,"",,Richard Cordray,D,false,lite,0.4665,48.68,44.44,52.9
2018-10-17,OH,"",,Others,,false,lite,0.0,2.09,0.56,4.04
2018-10-17,OK,"",,Kevin Stitt,R,false,lite,0.6559,50.71,45.39,55.97
2018-10-17,OK,"",,Drew Edmondson,D,false,lite,0.3441,47.46,42.16,52.74
2018-10-17,OK,"",,Chris Powell,L,false,lite,0.0,1.83,0.47,3.6
2018-10-17,OR,"",,Kate Brown,D,true,lite,0.7004,48.94,42.94,54.84
2018-10-17,OR,"",,Knute Buehler,R,false,lite,0.2996,44.42,38.37,50.35
2018-10-17,OR,"",,Others,,false,lite,0.0,6.64,2.95,10.9
2018-10-17,PA,"",,Tom Wolf,D,true,lite,0.9847,56.36,52.0,60.74
2018-10-17,PA,"",,Scott Wagner,R,false,lite,0.0153,41.59,37.17,45.91
2018-10-17,PA,"",,Others,,false,lite,0.0,2.05,0.55,3.97
2018-10-17,RI,"",,Gina Raimondo,D,true,lite,0.8841,51.95,45.34,58.47
2018-10-17,RI,"",,Allan Fung,R,false,lite,0.1159,40.59,33.99,47.09
2018-10-17,RI,"",,Others,,false,lite,0.0,7.46,3.5,11.99
2018-10-17,SC,"",,Henry McMaster,R,true,lite,0.9766,59.42,53.56,65.22
2018-10-17,SC,"",,James Smith,D,false,lite,0.0234,40.58,34.78,46.44
2018-10-17,SD,"",,Kristi Noem,R,false,lite,0.6592,51.09,44.03,58.17
2018-10-17,SD,"",,Billie Sutton,D,false,lite,0.3407,46.73,39.66,53.79
2018-10-17,SD,"",,Kurt Evans,L,false,lite,0.0,2.18,0.6,4.21
2018-10-17,TN,"",,Bill Lee,R,false,lite,0.9846,55.15,49.95,60.22
2018-10-17,TN,"",,Karl Dean,D,false,lite,0.0154,38.65,33.51,43.77
2018-10-17,TN,"",,Others,,false,lite,0.0,6.2,2.65,10.34
2018-10-17,TX,"",,Greg Abbott,R,true,lite,0.9968,58.6,54.3,62.93
2018-10-17,TX,"",,Lupe Valdez,D,false,lite,0.0032,39.49,35.13,43.81
2018-10-17,TX,"",,Mark Tippetts,L,false,lite,0.0,1.91,0.5,3.71
2018-10-17,VT,"",,Phil Scott,R,true,lite,0.6809,49.35,41.55,57.19
2018-10-17,VT,"",,Christine Hallquist,D,false,lite,0.3191,44.03,36.11,51.83
2018-10-17,VT,"",,Others,,false,lite,0.0,6.62,2.95,10.89
2018-10-17,WI,"",,Tony Evers,D,false,lite,0.7487,50.9,45.59,56.17
2018-10-17,WI,"",,Scott Walker,R,true,lite,0.2513,45.69,40.43,50.99
2018-10-17,WI,"",,Others,,false,lite,0.0,3.4,1.14,6.17
2018-10-17,WY,"",,Mark Gordon,R,false,lite,0.9527,59.38,50.5,68.32
2018-10-17,WY,"",,Mary Throne,D,false,lite,0.0473,36.06,27.11,44.92
2018-10-17,WY,"",,Others,,false,lite,0.0,4.55,1.72,7.96
2018-10-18,AK,"",,Mike Dunleavy,R,false,lite,0.9324,44.71,37.09,52.27
2018-10-18,AK,"",,Mark Begich,D,false,lite,0.0454,24.96,15.93,33.95
2018-10-18,AK,"",,Bill Walker,U,true,lite,0.0223,27.18,20.66,33.87
2018-10-18,AK,"",,Others,,false,lite,0.0,3.16,1.02,5.79
2018-10-18,AL,"",,Kay Ivey,R,true,lite,0.9402,57.5,51.46,63.6
2018-10-18,AL,"",,Walt Maddox,D,false,lite,0.0598,42.5,36.4,48.54
2018-10-18,AR,"",,Asa Hutchinson,R,true,lite,0.9987,66.54,60.17,72.93
2018-10-18,AR,"",,Jared Henderson,D,false,lite,0.0013,30.96,24.54,37.29
2018-10-18,AR,"",,Mark West,L,false,lite,0.0,2.5,0.73,4.73
2018-10-18,AZ,"",,Doug Ducey,R,true,lite,0.9523,54.16,50.04,58.24
2018-10-18,AZ,"",,David Garcia,D,false,lite,0.0476,43.7,39.61,47.76
2018-10-18,AZ,"",,Angel Torres,G,false,lite,0.0,2.14,0.58,4.1
2018-10-18,CA,"",,Gavin Newsom,D,false,lite,0.9808,57.65,53.11,62.18
2018-10-18,CA,"",,John Cox,R,false,lite,0.0192,42.35,37.82,46.89
2018-10-18,CO,"",,Jared Polis,D,false,lite,0.8231,52.64,46.93,58.4
2018-10-18,CO,"",,Walker Stapleton,R,false,lite,0.1769,44.68,38.91,50.39
2018-10-18,CO,"",,Others,,false,lite,0.0,2.68,0.81,5.02
2018-10-18,CT,"",,Ned Lamont,D,false,lite,0.7789,51.5,46.61,56.39
2018-10-18,CT,"",,Bob Stefanowski,R,false,lite,0.2211,45.95,41.07,50.8
2018-10-18,CT,"",,Others,,false,lite,0.0,2.56,0.75,4.81
2018-10-18,FL,"",,Andrew Gillum,D,false,lite,0.7402,50.71,46.52,54.87
2018-10-18,FL,"",,Ron DeSantis,R,false,lite,0.2598,46.72,42.52,50.88
2018-10-18,FL,"",,Others,,false,lite,0.0,2.57,0.77,4.87
2018-10-18,GA,"",,Brian Kemp,R,false,lite,0.5615,49.78,46.06,53.53
2018-10-18,GA,"",,Stacey Abrams,D,false,lite,0.4385,49.01,45.25,52.73
2018-10-18,GA,"",,Ted Metz,L,false,lite,0.0,1.21,0.26,2.47
2018-10-18,HI,"",,David Ige,D,true,lite,0.9892,60.1,53.47,66.62
2018-10-18,HI,"",,Andria Tupola,R,false,lite,0.0108,36.23,29.62,42.85
2018-10-18,HI,"",,Others,,false,lite,0.0,3.67,1.27,6.62
2018-10-18,IA,"",,Fred Hubbell,D,false,lite,0.7341,50.9,45.46,56.28
2018-10-18,IA,"",,Kim Reynolds,R,true,lite,0.2659,45.88,40.49,51.31
2018-10-18,IA,"",,Others,,false,lite,0.0,3.22,1.05,5.88
2018-10-18,ID,"",,Brad Little,R,false,lite,0.8551,52.18,45.13,59.21
2018-10-18,ID,"",,Paulette Jordan,D,false,lite,0.1449,41.28,34.25,48.23
2018-10-18,ID,"",,Others,,false,lite,0.0,6.54,2.9,10.78
2018-10-18,IL,"",,JB Pritzker,D,false,lite,0.9796,56.47,50.68,62.19
2018-10-18,IL,"",,Bruce Rauner,R,true,lite,0.0204,38.47,32.73,44.14
2018-10-18,IL,"",,Others,,false,lite,0.0,5.06,2.03,8.7
2018-10-18,KS,"",,Laura Kelly,D,false,lite,0.5169,44.28,38.66,49.84
2018-10-18,KS,"",,Kris Kobach,R,false,lite,0.4828,43.95,38.26,49.49
2018-10-18,KS,"",,Greg Orman,I,false,lite,0.0003,9.89,5.19,15.18
2018-10-18,KS,"",,Others,,false,lite,0.0,1.88,0.49,3.68
2018-10-18,MA,"",,Charlie Baker,R,true,lite,0.9967,68.21,60.62,75.77
2018-10-18,MA,"",,Jay Gonzalez,D,false,lite,0.0033,31.79,24.23,39.38
2018-10-18,MD,"",,Larry Hogan,R,true,lite,0.9833,57.96,52.34,63.51
2018-10-18,MD,"",,Ben Jealous,D,false,lite,0.0167,39.13,33.6,44.67
2018-10-18,MD,"",,Others,,false,lite,0.0,2.9,0.89,5.38
2018-10-18,ME,"",,Janet Mills,D,false,lite,0.8004,52.73,46.87,58.56
2018-10-18,ME,"",,Shawn Moody,R,false,lite,0.1996,45.21,39.34,51.02
2018-10-18,ME,"",,Others,,false,lite,0.0,2.06,0.56,3.99
2018-10-18,MI,"",,Gretchen Whitmer,D,false,lite,0.9329,53.99,49.1,58.88
2018-10-18,MI,"",,Bill Schuette,R,false,lite,0.0671,42.88,37.97,47.7
2018-10-18,MI,"",,Others,,false,lite,0.0,3.13,1.01,5.77
2018-10-18,MN,"",,Tim Walz,D,false,lite,0.8634,52.84,47.99,57.62
2018-10-18,MN,"",,Jeff Johnson,R,false,lite,0.1366,44.86,40.04,49.69
2018-10-18,MN,"",,Others,,false,lite,0.0,2.3,0.65,4.38
2018-10-18,NE,"",,Pete Ricketts,R,true,lite,0.9734,63.3,54.84,71.84
2018-10-18,NE,"",,Bob Krist,D,false,lite,0.0266,36.7,28.16,45.16
2018-10-18,NH,"",,Chris Sununu,R,true,lite,0.9423,55.64,50.16,61.05
2018-10-18,NH,"",,Molly Kelly,D,false,lite,0.0577,42.37,36.92,47.82
2018-10-18,NH,"",,Jilletta Jarvis,L,false,lite,0.0,1.99,0.52,3.87
2018-10-18,NM,"",,Michelle Lujan Grisham,D,false,lite,0.8092,53.18,48.42,57.92
2018-10-18,NM,"",,Steve Pearce,R,false,lite,0.1908,46.82,42.08,51.58
2018-10-18,NV,"",,Adam Laxalt,R,false,lite,0.5427,49.06,44.71,53.36
2018-10-18,NV,"",,Steve Sisolak,D,false,lite,0.4573,48.35,44.02,52.68
2018-10-18,NV,"",,Others,,false,lite,0.0,2.59,0.77,4.86
2018-10-18,NY,"",,Andrew Cuomo,D,true,lite,0.9953,58.32,53.39,63.27
2018-10-18,NY,"",,Marc Molinaro,R,false,lite,0.0047,37.89,32.94,42.8
2018-10-18,NY,"",,Others,,false,lite,0.0,3.79,1.33,6.79
2018-10-18,OH,"",,Mike DeWine,R,false,lite,0.5397,49.25,45.03,53.5
2018-10-18,OH,"",,Richard Cordray,D,false,lite,0.4603,48.67,44.38,52.9
2018-10-18,OH,"",,Others,,false,lite,0.0,2.08,0.56,4.03
2018-10-18,OK,"",,Kevin Stitt,R,false,lite,0.6601,50.72,45.44,56.04
2018-10-18,OK,"",,Drew Edmondson,D,false,lite,0.3399,47.45,42.15,52.7
2018-10-18,OK,"",,Chris Powell,L,false,lite,0.0,1.83,0.47,3.6
2018-10-18,OR,"",,Kate Brown,D,true,lite,0.7058,48.93,43.01,54.85
2018-10-18,OR,"",,Knute Buehler,R,false,lite,0.2942,44.44,38.48,50.32
2018-10-18,OR,"",,Others,,false,lite,0.0,6.63,2.94,10.93
2018-10-18,PA,"",,Tom Wolf,D,true,lite,0.9835,56.35,51.97,60.7
2018-10-18,PA,"",,Scott Wagner,R,false,lite,0.0165,41.6,37.19,45.96
